"id","labels","Blackout","Casualties","Damage","Danger","Government","Sensor","Service","Transport","Water","Weather"
"1217818083244552192","0","0","0","0","0","0","0","0","0","0","0"
"1217818456495661056","0","0","0","0","0","0","0","0","0","0","0"
"1217825096431230976","0","0","0","0","0","0","0","0","0","0","0"
"1217826517520191488","0","0","0","0","0","0","0","0","0","0","0"
"1217831103962210304","0","0","0","0","0","0","0","0","0","0","0"
"1217831512030183424","0","0","0","0","0","0","0","0","0","0","0"
"1217832438371504128","0","0","0","0","0","0","0","0","0","0","0"
"1217839933433548800","0","0","0","0","0","0","0","0","0","0","0"
"1217841249790693376","0","0","0","0","0","0","0","0","0","0","0"
"1217841400013885440","0","0","0","0","0","0","0","0","0","0","0"
"1217841848523333632","0","0","0","0","0","0","0","0","0","0","0"
"1217843954814722048","0","0","0","0","0","0","0","0","0","0","0"
"1217844047991230464","0","0","0","0","0","0","0","0","0","0","0"
"1217857315451236352","0","0","0","0","0","0","0","0","0","0","0"
"1217859470212190208","0","0","0","0","0","0","0","0","0","0","0"
"1217867460080291840","0","0","0","0","0","0","0","0","0","0","0"
"1217871687708037120","0","0","0","0","0","0","0","0","0","0","0"
"1217874034060296192","0","0","0","0","0","0","0","0","0","0","0"
"1217876725889208320","0","0","0","0","0","0","0","0","0","0","0"
"1217877143931277312","0","0","0","0","0","0","0","0","0","0","0"
"1217879560420720640","0","0","0","0","0","0","0","0","0","0","0"
"1217880564184834048","0","0","0","0","0","0","0","0","0","0","0"
"1217881684378636288","0","0","0","0","0","0","0","0","0","0","0"
"1217883802997006336","0","0","0","0","0","0","0","0","0","0","0"
"1217890390235340800","0","0","0","0","0","0","0","0","0","0","0"
"1217891396843134976","0","0","0","0","0","0","0","0","0","0","0"
"1217893254525607936","0","0","0","0","0","0","0","0","0","0","0"
"1217894620111212544","0","0","0","0","0","0","0","0","0","0","0"
"1217895545181745152","0","0","0","0","0","0","0","0","0","0","0"
"1217895575988908032","0","0","0","0","0","0","0","0","0","0","0"
"1217896743788077056","0","0","0","0","0","0","0","0","0","0","0"
"1217897949029515264","0","0","0","0","0","0","0","0","0","0","0"
"1217900792692256768","0","0","0","0","0","0","0","0","0","0","0"
"1217901611667902464","0","0","0","0","0","0","0","0","0","0","0"
"1217902252108574720","0","0","0","0","0","0","0","0","0","0","0"
"1217904553745666048","0","0","0","0","0","0","0","0","0","0","0"
"1217904870667227136","0","0","0","0","0","0","0","0","0","0","0"
"1217905650249936896","0","0","0","0","0","0","0","0","0","0","0"
"1217907168147660800","0","0","0","0","0","0","0","0","0","0","0"
"1217907687318544384","0","0","0","0","0","0","0","0","0","0","0"
"1217913445397487616","0","0","0","0","0","0","0","0","0","0","0"
"1217917927359254528","0","0","0","0","0","0","0","0","0","0","0"
"1217921306982862848","0","0","0","0","0","0","0","0","0","0","0"
"1217926407650713600","0","0","0","0","0","0","0","0","0","0","0"
"1217926793136611328","0","0","0","0","0","0","0","0","0","0","0"
"1217932015401603072","0","0","0","0","0","0","0","0","0","0","0"
"1217939500594290688","0","0","0","0","0","0","0","0","0","0","0"
"1217940631483551744","0","0","0","0","0","0","0","0","0","0","0"
"1217942533453623296","0","0","0","0","0","0","0","0","0","0","0"
"1217945778544676864","0","0","0","0","0","0","0","0","0","0","0"
"1217946149589524480","0","0","0","0","0","0","0","0","0","0","0"
"1217951669410922496","0","0","0","0","0","0","0","0","0","0","0"
"1217953267432525824","0","0","0","0","0","0","0","0","0","0","0"
"1217963433964048384","0","0","0","0","0","0","0","0","0","0","0"
"1217964379762839552","0","0","0","0","0","0","0","0","0","0","0"
"1217964390923800576","0","0","0","0","0","0","0","0","0","0","0"
"1217965250898776064","0","0","0","0","0","0","0","0","0","0","0"
"1217965520114327552","0","0","0","0","0","0","0","0","0","0","0"
"1217967032983080960","0","0","0","0","0","0","0","0","0","0","0"
"1217969385329102848","0","0","0","0","0","0","0","0","0","0","0"
"1217973539589910528","0","0","0","0","0","0","0","0","0","0","0"
"1217982938840739840","0","0","0","0","0","0","0","0","0","0","0"
"1217989619775688704","0","0","0","0","0","0","0","0","0","0","0"
"1217991579799117824","0","0","0","0","0","0","0","0","0","0","0"
"1218002442496798720","0","0","0","0","0","0","0","0","0","0","0"
"1218007450520940544","0","0","0","0","0","0","0","0","0","0","0"
"1218014498902007808","0","0","0","0","0","0","0","0","0","0","0"
"1218015414359187456","0","0","0","0","0","0","0","0","0","0","0"
"1218015420017283072","0","0","0","0","0","0","0","0","0","0","0"
"1218016380848689152","0","0","0","0","0","0","0","0","0","0","0"
"1218021995704659968","0","0","0","0","0","0","0","0","0","0","0"
"1218025278665920512","0","0","0","0","0","0","0","0","0","0","0"
"1218026360502878208","0","0","0","0","0","0","0","0","0","0","0"
"1218027249644994560","0","0","0","0","0","0","0","0","0","0","0"
"1218027777695404032","0","0","0","0","0","0","0","0","0","0","0"
"1218052139278270464","0","0","0","0","0","0","0","0","0","0","0"
"1218053269949427712","0","0","0","0","0","0","0","0","0","0","0"
"1218056414964350976","0","0","0","0","0","0","0","0","0","0","0"
"1218066216297934848","0","0","0","0","0","0","0","0","0","0","0"
"1218073579218227200","0","0","0","0","0","0","0","0","0","0","0"
"1216747771132305408","0","0","0","0","0","0","0","0","0","0","0"
"1216749039372460032","0","0","0","0","0","0","0","0","0","0","0"
"1216749234885734400","0","0","0","0","0","0","0","0","0","0","0"
"1216749760465571840","0","0","0","0","0","0","0","0","0","0","0"
"1216750739604877312","0","0","0","0","0","0","0","0","0","0","0"
"1216752361131192320","0","0","0","0","0","0","0","0","0","0","0"
"1216752766720364544","0","0","0","0","0","0","0","0","0","0","0"
"1216753977414602752","0","0","0","0","0","0","0","0","0","0","0"
"1216754003729625088","0","0","0","0","0","0","0","0","0","0","0"
"1216755116046528512","0","0","0","0","0","0","0","0","0","0","0"
"1216755695225376768","0","0","0","0","0","0","0","0","0","0","0"
"1216756535684149248","0","0","0","0","0","0","0","0","0","0","0"
"1216761261557415936","0","0","0","0","0","0","0","0","0","0","0"
"1216761874508845056","0","0","0","0","0","0","0","0","0","0","0"
"1216762129757372416","0","0","0","0","0","0","0","0","0","0","0"
"1216765363456704512","0","0","0","0","0","0","0","0","0","0","0"
"1216765570638544896","0","0","0","0","0","0","0","0","0","0","0"
"1216765814751166464","0","0","0","0","0","0","0","0","0","0","0"
"1216768776219385856","0","0","0","0","0","0","0","0","0","0","0"
"1216769980961718272","0","0","0","0","0","0","0","0","0","0","0"
"1216770268816760832","0","0","0","0","0","0","0","0","0","0","0"
"1216770547750768640","0","0","0","0","0","0","0","0","0","0","0"
"1216770674003447808","0","0","0","0","0","0","0","0","0","0","0"
"1216771388427530240","0","0","0","0","0","0","0","0","0","0","0"
"1216771877408071680","0","0","0","0","0","0","0","0","0","0","0"
"1216772575059116032","0","0","0","0","0","0","0","0","0","0","0"
"1216772657204604928","0","0","0","0","0","0","0","0","0","0","0"
"1216773210626236416","0","0","0","0","0","0","0","0","0","0","0"
"1216773371003899904","0","0","0","0","0","0","0","0","0","0","0"
"1216774441390264320","0","0","0","0","0","0","0","0","0","0","0"
"1216774466392510464","0","0","0","0","0","0","0","0","0","0","0"
"1216774776129126400","0","0","0","0","0","0","0","0","0","0","0"
"1216774999807275008","0","0","0","0","0","0","0","0","0","0","0"
"1216776047892598784","0","0","0","0","0","0","0","0","0","0","0"
"1216776285369880576","0","0","0","0","0","0","0","0","0","0","0"
"1216777296738226176","0","0","0","0","0","0","0","0","0","0","0"
"1216778531260243968","0","0","0","0","0","0","0","0","0","0","0"
"1216779192731426816","0","0","0","0","0","0","0","0","0","0","0"
"1216780082628395008","0","0","0","0","0","0","0","0","0","0","0"
"1216780411390644224","0","0","0","0","0","0","0","0","0","0","0"
"1216782126554800128","0","0","0","0","0","0","0","0","0","0","0"
"1216782236852408320","0","0","0","0","0","0","0","0","0","0","0"
"1216782773899448320","0","0","0","0","0","0","0","0","0","0","0"
"1216783431163686912","0","0","0","0","0","0","0","0","0","0","0"
"1216783785515274240","0","0","0","0","0","0","0","0","0","0","0"
"1216784220971925504","0","0","0","0","0","0","0","0","0","0","0"
"1216787684582133760","0","0","0","0","0","0","0","0","0","0","0"
"1216788715617628160","0","0","0","0","0","0","0","0","0","0","0"
"1216790797741436928","0","0","0","0","0","0","0","0","0","0","0"
"1216790856382013440","0","0","0","0","0","0","0","0","0","0","0"
"1216790963856855040","0","0","0","0","0","0","0","0","0","0","0"
"1216791717359292416","0","0","0","0","0","0","0","0","0","0","0"
"1216794835929137152","0","0","0","0","0","0","0","0","0","0","0"
"1216794894439677952","0","0","0","0","0","0","0","0","0","0","0"
"1216796505144729600","0","0","0","0","0","0","0","0","0","0","0"
"1216797042753900544","0","0","0","0","0","0","0","0","0","0","0"
"1216797629998411776","0","0","0","0","0","0","0","0","0","0","0"
"1216798534512627712","0","0","0","0","0","0","0","0","0","0","0"
"1216799436195713024","0","0","0","0","0","0","0","0","0","0","0"
"1216799827604004864","0","0","0","0","0","0","0","0","0","0","0"
"1216800047611944960","0","0","0","0","0","0","0","0","0","0","0"
"1216801756920909824","0","0","0","0","0","0","0","0","0","0","0"
"1216802112367157248","0","0","0","0","0","0","0","0","0","0","0"
"1216803111345496064","0","0","0","0","0","0","0","0","0","0","0"
"1216803592067219456","0","0","0","0","0","0","0","0","0","0","0"
"1216803817259520000","0","0","0","0","0","0","0","0","0","0","0"
"1216804275537489920","0","0","0","0","0","0","0","0","0","0","0"
"1216804346962366464","0","0","0","0","0","0","0","0","0","0","0"
"1216805290928197632","0","0","0","0","0","0","0","0","0","0","0"
"1216807039684546560","0","0","0","0","0","0","0","0","0","0","0"
"1216809025582632960","0","0","0","0","0","0","0","0","0","0","0"
"1216809283104407552","0","0","0","0","0","0","0","0","0","0","0"
"1216809329493467136","0","0","0","0","0","0","0","0","0","0","0"
"1216809690941853696","0","0","0","0","0","0","0","0","0","0","0"
"1216810111424958464","0","0","0","0","0","0","0","0","0","0","0"
"1216810816017772544","0","0","0","0","0","0","0","0","0","0","0"
"1216810858636103680","0","0","0","0","0","0","0","0","0","0","0"
"1216811582719741952","0","0","0","0","0","0","0","0","0","0","0"
"1216812567009644544","0","0","0","0","0","0","0","0","0","0","0"
"1216813832431194112","0","0","0","0","0","0","0","0","0","0","0"
"1216814100677890048","0","0","0","0","0","0","0","0","0","0","0"
"1216814141324828672","0","0","0","0","0","0","0","0","0","0","0"
"1216815147743883264","0","0","0","0","0","0","0","0","0","0","0"
"1216815356825735168","0","0","0","0","0","0","0","0","0","0","0"
"1216815977020755968","0","0","0","0","0","0","0","0","0","0","0"
"1216817364270047232","0","0","0","0","0","0","0","0","0","0","0"
"1216817898662105088","0","0","0","0","0","0","0","0","0","0","0"
"1216818371859304448","0","0","0","0","0","0","0","0","0","0","0"
"1216818862274072576","0","0","0","0","0","0","0","0","0","0","0"
"1216819042159398912","0","0","0","0","0","0","0","0","0","0","0"
"1216820934537097216","0","0","0","0","0","0","0","0","0","0","0"
"1216820968771018752","0","0","0","0","0","0","0","0","0","0","0"
"1216820972600332288","0","0","0","0","0","0","0","0","0","0","0"
"1216821122790055936","0","0","0","0","0","0","0","0","0","0","0"
"1216821195540135936","0","0","0","0","0","0","0","0","0","0","0"
"1216821450050502656","0","0","0","0","0","0","0","0","0","0","0"
"1216821462981664768","0","0","0","0","0","0","0","0","0","0","0"
"1216821983628922880","0","0","0","0","0","0","0","0","0","0","0"
"1216822192073269248","0","0","0","0","0","0","0","0","0","0","0"
"1216822679203975168","0","0","0","0","0","0","0","0","0","0","0"
"1216824167078727680","0","0","0","0","0","0","0","0","0","0","0"
"1216824300415651840","0","0","0","0","0","0","0","0","0","0","0"
"1216826137390784512","0","0","0","0","0","0","0","0","0","0","0"
"1216827442561798144","0","0","0","0","0","0","0","0","0","0","0"
"1216827524614971392","0","0","0","0","0","0","0","0","0","0","0"
"1216828916830277632","0","0","0","0","0","0","0","0","0","0","0"
"1216829073089056768","0","0","0","0","0","0","0","0","0","0","0"
"1216829274310762496","0","0","0","0","0","0","0","0","0","0","0"
"1216829388081311744","0","0","0","0","0","0","0","0","0","0","0"
"1216830623983243264","0","0","0","0","0","0","0","0","0","0","0"
"1216830964044910592","0","0","0","0","0","0","0","0","0","0","0"
"1216832435205365760","0","0","0","0","0","0","0","0","0","0","0"
"1216832597180977152","0","0","0","0","0","0","0","0","0","0","0"
"1216833720939884544","0","0","0","0","0","0","0","0","0","0","0"
"1216835034520465408","0","0","0","0","0","0","0","0","0","0","0"
"1216837041331363840","0","0","0","0","0","0","0","0","0","0","0"
"1216839344079745024","0","0","0","0","0","0","0","0","0","0","0"
"1216839674335047680","0","0","0","0","0","0","0","0","0","0","0"
"1216840556896227328","0","0","0","0","0","0","0","0","0","0","0"
"1216841779389124608","0","0","0","0","0","0","0","0","0","0","0"
"1216842381137309696","0","0","0","0","0","0","0","0","0","0","0"
"1216845322011467776","0","0","0","0","0","0","0","0","0","0","0"
"1216845869120704512","0","0","0","0","0","0","0","0","0","0","0"
"1216846236281712640","0","0","0","0","0","0","0","0","0","0","0"
"1216846955864903680","0","0","0","0","0","0","0","0","0","0","0"
"1216847607324205056","0","0","0","0","0","0","0","0","0","0","0"
"1216848063316287488","0","0","0","0","0","0","0","0","0","0","0"
"1216848685084151808","0","0","0","0","0","0","0","0","0","0","0"
"1216848933563125760","0","0","0","0","0","0","0","0","0","0","0"
"1216849544333398016","0","0","0","0","0","0","0","0","0","0","0"
"1216849779315167232","0","0","0","0","0","0","0","0","0","0","0"
"1216850489133891584","0","0","0","0","0","0","0","0","0","0","0"
