"id","labels","Blackout","Casualties","Damage","Danger","Government","Sensor","Service","Transport","Water","Weather"
"1217829961744179200","0","0","0","0","0","0","0","0","0","0","0"
"1217829966814932992","0","0","0","0","0","0","0","0","0","0","0"
"1217830002634313728","0","0","0","0","0","0","0","0","0","0","0"
"1217830042123849728","0","0","0","0","0","0","0","0","0","0","0"
"1217830050092978176","0","0","0","0","0","0","0","0","0","0","0"
"1217830094351155200","0","0","0","0","0","0","0","0","0","0","0"
"1217830096356032512","0","0","0","0","0","0","0","0","0","0","0"
"1217830107127173120","0","0","0","0","0","0","0","0","0","0","0"
"1217830120020418560","0","0","0","0","0","0","0","0","0","0","0"
"1217830128396521472","0","0","0","0","0","0","0","0","0","0","0"
"1217830139008102400","0","0","0","0","0","0","0","0","0","0","0"
"1217830141264637952","0","0","0","0","0","0","0","0","0","0","0"
"1217830243983032320","0","0","0","0","0","0","0","0","0","0","0"
"1217830270474145792","0","0","0","0","0","0","0","0","0","0","0"
"1217830294868246528","0","0","0","0","0","0","0","0","0","0","0"
"1217830342721060864","0","0","0","0","0","0","0","0","0","0","0"
"1217830419510382592","0","0","0","0","0","0","0","0","0","0","0"
"1217830455610871808","0","0","0","0","0","0","0","0","0","0","0"
"1217830488821207040","0","0","0","0","0","0","0","0","0","0","0"
"1217830565749149696","0","0","0","0","0","0","0","0","0","0","0"
"1217830566000652288","0","0","0","0","0","0","0","0","0","0","0"
"1217830584463966208","0","0","0","0","0","0","0","0","0","0","0"
"1217830593729310720","0","0","0","0","0","0","0","0","0","0","0"
"1217830597701189632","0","0","0","0","0","0","0","0","0","0","0"
"1217830618593202176","0","0","0","0","0","0","0","0","0","0","0"
"1217830648192233472","0","0","0","0","0","0","0","0","0","0","0"
"1217830653263106048","0","0","0","0","0","0","0","0","0","0","0"
"1217830660670230528","0","0","0","0","0","0","0","0","0","0","0"
"1217830667305639936","0","0","0","0","0","0","0","0","0","0","0"
"1217830672749993984","0","0","0","0","0","0","0","0","0","0","0"
"1217830684221497344","0","0","0","0","0","0","0","0","0","0","0"
"1217830854841569280","0","0","0","0","0","0","0","0","0","0","0"
"1217830876081295360","0","0","0","0","0","0","0","0","0","0","0"
"1217830895593197568","0","0","0","0","0","0","0","0","0","0","0"
"1217830912026648576","0","0","0","0","0","0","0","0","0","0","0"
"1217830916745097216","0","0","0","0","0","0","0","0","0","0","0"
"1217830917466542080","0","0","0","0","0","0","0","0","0","0","0"
"1217830955735535616","0","0","0","0","0","0","0","0","0","0","0"
"1217831045711548416","0","0","0","0","0","0","0","0","0","0","0"
"1217831069761908736","0","0","0","0","0","0","0","0","0","0","0"
"1217831150690816000","0","0","0","0","0","0","0","0","0","0","0"
"1217831182404067328","0","0","0","0","0","0","0","0","0","0","0"
"1217831201756581888","0","0","0","0","0","0","0","0","0","0","0"
"1217831229061353472","0","0","0","0","0","0","0","0","0","0","0"
"1217831240021221376","0","0","0","0","0","0","0","0","0","0","0"
"1217831240746852352","0","0","0","0","0","0","0","0","0","0","0"
"1217831243393290240","0","0","0","0","0","0","0","0","0","0","0"
"1217831245364654080","0","0","0","0","0","0","0","0","0","0","0"
"1217831277920837632","0","0","0","0","0","0","0","0","0","0","0"
"1217831299018301440","0","0","0","0","0","0","0","0","0","0","0"
"1217831311269720064","0","0","0","0","0","0","0","0","0","0","0"
"1217831322728595456","0","0","0","0","0","0","0","0","0","0","0"
"1217831350243225600","0","0","0","0","0","0","0","0","0","0","0"
"1217831360343076864","0","0","0","0","0","0","0","0","0","0","0"
"1217831371433005056","0","0","0","0","0","0","0","0","0","0","0"
"1217831402567159808","0","0","0","0","0","0","0","0","0","0","0"
"1217831439347191808","0","0","0","0","0","0","0","0","0","0","0"
"1217831493654892544","0","0","0","0","0","0","0","0","0","0","0"
"1217831513783324672","0","0","0","0","0","0","0","0","0","0","0"
"1217831529528754176","0","0","0","0","0","0","0","0","0","0","0"
"1217831530208407552","0","0","0","0","0","0","0","0","0","0","0"
"1217831533509255168","0","0","0","0","0","0","0","0","0","0","0"
"1217831566463815680","0","0","0","0","0","0","0","0","0","0","0"
"1217831608377659392","0","0","0","0","0","0","0","0","0","0","0"
"1217831617059786752","0","0","0","0","0","0","0","0","0","0","0"
"1217831633329377280","0","0","0","0","0","0","0","0","0","0","0"
"1217831645568389120","0","0","0","0","0","0","0","0","0","0","0"
"1217831722701574144","0","0","0","0","0","0","0","0","0","0","0"
"1217831743379689472","0","0","0","0","0","0","0","0","0","0","0"
"1217831746193870848","0","0","0","0","0","0","0","0","0","0","0"
"1217831748450410496","0","0","0","0","0","0","0","0","0","0","0"
"1217831852506894336","0","0","0","0","0","0","0","0","0","0","0"
"1217831870190235648","0","0","0","0","0","0","0","0","0","0","0"
"1217831882974322688","0","0","0","0","0","0","0","0","0","0","0"
"1217831903530668032","0","0","0","0","0","0","0","0","0","0","0"
"1217831976679485440","0","0","0","0","0","0","0","0","0","0","0"
"1217831983222607872","0","0","0","0","0","0","0","0","0","0","0"
"1217832073907621888","0","0","0","0","0","0","0","0","0","0","0"
"1217832122401968128","0","0","0","0","0","0","0","0","0","0","0"
"1217832129586794496","0","0","0","0","0","0","0","0","0","0","0"
"1217832131218616320","0","0","0","0","0","0","0","0","0","0","0"
"1217832217629556736","0","0","0","0","0","0","0","0","0","0","0"
"1217832231269470208","0","0","0","0","0","0","0","0","0","0","0"
"1217832292762243072","0","0","0","0","0","0","0","0","0","0","0"
"1217832355076943872","0","0","0","0","0","0","0","0","0","0","0"
"1217832419895607296","0","0","0","0","0","0","0","0","0","0","0"
