"id","labels","Blackout","Casualties","Damage","Danger","Government","Sensor","Service","Transport","Water","Weather"
"1241790926588129280","0","0","0","0","0","0","0","0","0","0","0"
"1241790971198799872","0","0","0","0","0","0","0","0","0","0","0"
"1241791790379945984","0","0","0","0","0","0","0","0","0","0","0"
"1241791805848465408","0","0","0","0","0","0","0","0","0","0","0"
"1241791902493663232","0","0","0","0","0","0","0","0","0","0","0"
"1241792334666268672","0","0","0","0","0","0","0","0","0","0","0"
"1241792366551408640","0","0","0","0","0","0","0","0","0","0","0"
"1241792382217138176","0","0","0","0","0","0","0","0","0","0","0"
"1241792570126106624","0","0","0","0","0","0","0","0","0","0","0"
"1241792951862398976","0","0","0","0","0","0","0","0","0","0","0"
"1241793282247663616","0","0","0","0","0","0","0","0","0","0","0"
"1241793318297702400","0","0","0","0","0","0","0","0","0","0","0"
"1241793562649509888","0","0","0","0","0","0","0","0","0","0","0"
"1241793711773749248","0","0","0","0","0","0","0","0","0","0","0"
"1241793887414386688","0","0","0","0","0","0","0","0","0","0","0"
"1241794242915246080","0","0","0","0","0","0","0","0","0","0","0"
"1241766655878926336","0","0","0","0","0","0","0","0","0","0","0"
"1241766980765573120","0","0","0","0","0","0","0","0","0","0","0"
"1241767013367910400","0","0","0","0","0","0","0","0","0","0","0"
"1241767067747000320","0","0","0","0","0","0","0","0","0","0","0"
"1241767627493650432","0","0","0","0","0","0","0","0","0","0","0"
"1241767807756275712","0","0","0","0","0","0","0","0","0","0","0"
"1241767884101226496","0","0","0","0","0","0","0","0","0","0","0"
"1241768764309413888","0","0","0","0","0","0","0","0","0","0","0"
"1241769491396276224","0","0","0","0","0","0","0","0","0","0","0"
"1241769498773987328","0","0","0","0","0","0","0","0","0","0","0"
"1241770295872106496","0","0","0","0","0","0","0","0","0","0","0"
"1241770350440046592","0","0","0","0","0","0","0","0","0","0","0"
"1241770356546781184","0","0","0","0","0","0","0","0","0","0","0"
"1241771184854913024","0","0","0","0","0","0","0","0","0","0","0"
"1241771816324149248","0","0","0","0","0","0","0","0","0","0","0"
"1241771838562275328","0","0","0","0","0","0","0","0","0","0","0"
"1241772359498887168","0","0","0","0","0","0","0","0","0","0","0"
"1241772376276242432","0","0","0","0","0","0","0","0","0","0","0"
"1241772502029873152","0","0","0","0","0","0","0","0","0","0","0"
"1241772608628183040","0","0","0","0","0","0","0","0","0","0","0"
"1241772835506454528","0","0","0","0","0","0","0","0","0","0","0"
"1241774054366994432","0","0","0","0","0","0","0","0","0","0","0"
"1241774175858987008","0","0","0","0","0","0","0","0","0","0","0"
"1241774622078631936","0","0","0","0","0","0","0","0","0","0","0"
