"id","labels","Blackout","Casualties","Damage","Danger","Government","Sensor","Service","Transport","Water","Weather"
"1219665044943908864","0","0","0","0","0","0","0","0","0","0","0"
"1219665056763432960","0","0","0","0","0","0","0","0","0","0","0"
"1219665071909023744","0","0","0","0","0","0","0","0","0","0","0"
"1219665157615489024","0","0","0","0","0","0","0","0","0","0","0"
"1219665170458402816","0","0","0","0","0","0","0","0","0","0","0"
"1219665185046179840","0","0","0","0","0","0","0","0","0","0","0"
"1219665282962198528","0","0","0","0","0","0","0","0","0","0","0"
"1219665437950201856","0","0","0","0","0","0","0","0","0","0","0"
"1219665484368502784","0","0","0","0","0","0","0","0","0","0","0"
"1219665496741728256","0","0","0","0","0","0","0","0","0","0","0"
"1219665528580648960","0","0","0","0","0","0","0","0","0","0","0"
"1219665571803025408","0","0","0","0","0","0","0","0","0","0","0"
"1219665650152550400","0","0","0","0","0","0","0","0","0","0","0"
"1219665664815894528","0","0","0","0","0","0","0","0","0","0","0"
"1219665707836813312","0","0","0","0","0","0","0","0","0","0","0"
"1219665713780142080","0","0","0","0","0","0","0","0","0","0","0"
"1219665734692999168","0","0","0","0","0","0","0","0","0","0","0"
"1219665771313451008","0","0","0","0","0","0","0","0","0","0","0"
"1219665771347005440","0","0","0","0","0","0","0","0","0","0","0"
"1219665777743351808","0","0","0","0","0","0","0","0","0","0","0"
"1219665798744231936","0","0","0","0","0","0","0","0","0","0","0"
"1219665841828044800","0","0","0","0","0","0","0","0","0","0","0"
"1219665900829319168","0","0","0","0","0","0","0","0","0","0","0"
"1219665964498767872","0","0","0","0","0","0","0","0","0","0","0"
"1219666045310554112","0","0","0","0","0","0","0","0","0","0","0"
"1219666101602324480","0","0","0","0","0","0","0","0","0","0","0"
"1219666253935271936","0","0","0","0","0","0","0","0","0","0","0"
"1219666264228081664","0","0","0","0","0","0","0","0","0","0","0"
"1219666266086084608","0","0","0","0","0","0","0","0","0","0","0"
"1219666277519757312","0","0","0","0","0","0","0","0","0","0","0"
"1219666285526687744","0","0","0","0","0","0","0","0","0","0","0"
"1219666339301920768","0","0","0","0","0","0","0","0","0","0","0"
"1219666386638774272","0","0","0","0","0","0","0","0","0","0","0"
"1219666424098119680","0","0","0","0","0","0","0","0","0","0","0"
"1219666424723050496","0","0","0","0","0","0","0","0","0","0","0"
"1219666471154003968","0","0","0","0","0","0","0","0","0","0","0"
"1219666493681623040","0","0","0","0","0","0","0","0","0","0","0"
"1219666520701313024","0","0","0","0","0","0","0","0","0","0","0"
"1219666540523655168","0","0","0","0","0","0","0","0","0","0","0"
"1219666543409270784","0","0","0","0","0","0","0","0","0","0","0"
"1219666570659745792","0","0","0","0","0","0","0","0","0","0","0"
"1219666666927337472","0","0","0","0","0","0","0","0","0","0","0"
"1219666701870039040","0","0","0","0","0","0","0","0","0","0","0"
"1219666705464668160","0","0","0","0","0","0","0","0","0","0","0"
"1219666709898039296","0","0","0","0","0","0","0","0","0","0","0"
"1219666733885161472","0","0","0","0","0","0","0","0","0","0","0"
"1219666737886564352","0","0","0","0","0","0","0","0","0","0","0"
"1219666740231266304","0","0","0","0","0","0","0","0","0","0","0"
"1219666761336922112","0","0","0","0","0","0","0","0","0","0","0"
"1219666787362537472","0","0","0","0","0","0","0","0","0","0","0"
"1219666795470127104","0","0","0","0","0","0","0","0","0","0","0"
"1219666811752472576","0","0","0","0","0","0","0","0","0","0","0"
"1219666943596167168","0","0","0","0","0","0","0","0","0","0","0"
"1219666948671275008","0","0","0","0","0","0","0","0","0","0","0"
"1219666961870749696","0","0","0","0","0","0","0","0","0","0","0"
"1219666963393404928","0","0","0","0","0","0","0","0","0","0","0"
"1219666964055982080","0","0","0","0","0","0","0","0","0","0","0"
"1219667012785463296","0","0","0","0","0","0","0","0","0","0","0"
"1219667140296552448","0","0","0","0","0","0","0","0","0","0","0"
"1219667144973090816","0","0","0","0","0","0","0","0","0","0","0"
"1219667200161828864","0","0","0","0","0","0","0","0","0","0","0"
"1219667208961478656","0","0","0","0","0","0","0","0","0","0","0"
"1219667242729852928","0","0","0","0","0","0","0","0","0","0","0"
"1219667340377382912","0","0","0","0","0","0","0","0","0","0","0"
"1219667349638459392","0","0","0","0","0","0","0","0","0","0","0"
"1219667400465043456","0","0","0","0","0","0","0","0","0","0","0"
"1219667444714889216","0","0","0","0","0","0","0","0","0","0","0"
"1219667459088814080","0","0","0","0","0","0","0","0","0","0","0"
"1219667481960374272","0","0","0","0","0","0","0","0","0","0","0"
"1219667490873266176","0","0","0","0","0","0","0","0","0","0","0"
"1219667497424773120","0","0","0","0","0","0","0","0","0","0","0"
"1219667585484173312","0","0","0","0","0","0","0","0","0","0","0"
"1219667586650124288","0","0","0","0","0","0","0","0","0","0","0"
"1219667589481291776","0","0","0","0","0","0","0","0","0","0","0"
"1219667597408526336","0","0","0","0","0","0","0","0","0","0","0"
"1219667618447097856","0","0","0","0","0","0","0","0","0","0","0"
"1219667699468468224","0","0","0","0","0","0","0","0","0","0","0"
"1219667831316455424","0","0","0","0","0","0","0","0","0","0","0"
"1219667935712727040","0","0","0","0","0","0","0","0","0","0","0"
"1219667944608817152","0","0","0","0","0","0","0","0","0","0","0"
"1219668030956998656","0","0","0","0","0","0","0","0","0","0","0"
"1219668050321997824","0","0","0","0","0","0","0","0","0","0","0"
"1219668052876439552","0","0","0","0","0","0","0","0","0","0","0"
"1219668139333558272","0","0","0","0","0","0","0","0","0","0","0"
"1219668187215802368","0","0","0","0","0","0","0","0","0","0","0"
"1219668197286318080","0","0","0","0","0","0","0","0","0","0","0"
"1219668267117182976","0","0","0","0","0","0","0","0","0","0","0"
"1219668297156874240","0","0","0","0","0","0","0","0","0","0","0"
"1219668306510143488","0","0","0","0","0","0","0","0","0","0","0"
"1219668343831060480","0","0","0","0","0","0","0","0","0","0","0"
"1219668345533890560","0","0","0","0","0","0","0","0","0","0","0"
"1219668411376111616","0","0","0","0","0","0","0","0","0","0","0"
"1219668472231276544","0","0","0","0","0","0","0","0","0","0","0"
"1219668467714023424","0","0","0","0","0","0","0","0","0","0","0"
"1219668515067703296","0","0","0","0","0","0","0","0","0","0","0"
"1219668527906459648","0","0","0","0","0","0","0","0","0","0","0"
"1219668615609421824","0","0","0","0","0","0","0","0","0","0","0"
"1219668627252793344","0","0","0","0","0","0","0","0","0","0","0"
"1219668647469338624","0","0","0","0","0","0","0","0","0","0","0"
"1219668729568661504","0","0","0","0","0","0","0","0","0","0","0"
"1219668739194605568","0","0","0","0","0","0","0","0","0","0","0"
"1219668838985404416","0","0","0","0","0","0","0","0","0","0","0"
"1219668962427965440","0","0","0","0","0","0","0","0","0","0","0"
"1219668969205968896","0","0","0","0","0","0","0","0","0","0","0"
"1219669054044221440","0","0","0","0","0","0","0","0","0","0","0"
"1219669056351023104","0","0","0","0","0","0","0","0","0","0","0"
"1219669072461402112","0","0","0","0","0","0","0","0","0","0","0"
"1219669104518422528","0","0","0","0","0","0","0","0","0","0","0"
"1219669112600834048","0","0","0","0","0","0","0","0","0","0","0"
"1219669170977230848","0","0","0","0","0","0","0","0","0","0","0"
"1219669215055089664","0","0","0","0","0","0","0","0","0","0","0"
"1219669279760625664","0","0","0","0","0","0","0","0","0","0","0"
"1219669376028282880","0","0","0","0","0","0","0","0","0","0","0"
"1219669756187418624","0","0","0","0","0","0","0","0","0","0","0"
"1219669784901701632","0","0","0","0","0","0","0","0","0","0","0"
"1219670037558177792","0","0","0","0","0","0","0","0","0","0","0"
"1219670037679820800","0","0","0","0","0","0","0","0","0","0","0"
"1219670193951137792","0","0","0","0","0","0","0","0","0","0","0"
"1219670248321740800","0","0","0","0","0","0","0","0","0","0","0"
"1219670362365091840","0","0","0","0","0","0","0","0","0","0","0"
"1219670389359550464","0","0","0","0","0","0","0","0","0","0","0"
"1219670665919442944","0","0","0","0","0","0","0","0","0","0","0"
"1219670736345931776","0","0","0","0","0","0","0","0","0","0","0"
"1219670772148469760","0","0","0","0","0","0","0","0","0","0","0"
"1219670900196495360","0","0","0","0","0","0","0","0","0","0","0"
"1219670923210633216","0","0","0","0","0","0","0","0","0","0","0"
"1219670932236767232","0","0","0","0","0","0","0","0","0","0","0"
"1219671012238876672","0","0","0","0","0","0","0","0","0","0","0"
"1219671098838716416","0","0","0","0","0","0","0","0","0","0","0"
"1219671133747908608","0","0","0","0","0","0","0","0","0","0","0"
"1219671354246647808","0","0","0","0","0","0","0","0","0","0","0"
"1219671414971805696","0","0","0","0","0","0","0","0","0","0","0"
"1219671480868405248","0","0","0","0","0","0","0","0","0","0","0"
"1219671486430138368","0","0","0","0","0","0","0","0","0","0","0"
"1219671507439321088","0","0","0","0","0","0","0","0","0","0","0"
"1219671573491339264","0","0","0","0","0","0","0","0","0","0","0"
"1219671582408351744","0","0","0","0","0","0","0","0","0","0","0"
"1219671726382030848","0","0","0","0","0","0","0","0","0","0","0"
"1219671740974075904","0","0","0","0","0","0","0","0","0","0","0"
"1219671743708581888","0","0","0","0","0","0","0","0","0","0","0"
"1219671752847970304","0","0","0","0","0","0","0","0","0","0","0"
"1219671943487664128","0","0","0","0","0","0","0","0","0","0","0"
"1219672011540221952","0","0","0","0","0","0","0","0","0","0","0"
"1219672183364050944","0","0","0","0","0","0","0","0","0","0","0"
"1219672199327571968","0","0","0","0","0","0","0","0","0","0","0"
"1219672266637750272","0","0","0","0","0","0","0","0","0","0","0"
"1219672295364534272","0","0","0","0","0","0","0","0","0","0","0"
"1219672511270604800","0","0","0","0","0","0","0","0","0","0","0"
"1219672690480570368","0","0","0","0","0","0","0","0","0","0","0"
"1219672853500645376","0","0","0","0","0","0","0","0","0","0","0"
"1219672859351621632","0","0","0","0","0","0","0","0","0","0","0"
"1219673511729360896","0","0","0","0","0","0","0","0","0","0","0"
"1219673527487471616","0","0","0","0","0","0","0","0","0","0","0"
"1219673701119135744","0","0","0","0","0","0","0","0","0","0","0"
"1219673738284847104","0","0","0","0","0","0","0","0","0","0","0"
"1219673761491931136","0","0","0","0","0","0","0","0","0","0","0"
"1219673925237391360","0","0","0","0","0","0","0","0","0","0","0"
"1219673949837185024","0","0","0","0","0","0","0","0","0","0","0"
"1219673950357196800","0","0","0","0","0","0","0","0","0","0","0"
"1219674076140199936","0","0","0","0","0","0","0","0","0","0","0"
"1219674099414421504","0","0","0","0","0","0","0","0","0","0","0"
"1219674191261290496","0","0","0","0","0","0","0","0","0","0","0"
"1219674215625973760","0","0","0","0","0","0","0","0","0","0","0"
"1219674224152977408","0","0","0","0","0","0","0","0","0","0","0"
"1219674287910653952","0","0","0","0","0","0","0","0","0","0","0"
"1219674302657826816","0","0","0","0","0","0","0","0","0","0","0"
"1219674545914773504","0","0","0","0","0","0","0","0","0","0","0"
"1219674579532206080","0","0","0","0","0","0","0","0","0","0","0"
"1219674665557381120","0","0","0","0","0","0","0","0","0","0","0"
"1219674687430635520","0","0","0","0","0","0","0","0","0","0","0"
"1219674729004654592","0","0","0","0","0","0","0","0","0","0","0"
"1219674899754684416","0","0","0","0","0","0","0","0","0","0","0"
"1219674962266611712","0","0","0","0","0","0","0","0","0","0","0"
"1219675063772946432","0","0","0","0","0","0","0","0","0","0","0"
"1219675245726126080","0","0","0","0","0","0","0","0","0","0","0"
"1219675294497374208","0","0","0","0","0","0","0","0","0","0","0"
"1219675370137571328","0","0","0","0","0","0","0","0","0","0","0"
