"id","labels","Blackout","Casualties","Damage","Danger","Government","Sensor","Service","Transport","Water","Weather"
"1220369254131757056","0","0","0","0","0","0","0","0","0","0","0"
"1220369386655141888","0","0","0","0","0","0","0","0","0","0","0"
"1220369469463285760","0","0","0","0","0","0","0","0","0","0","0"
"1220369591831953408","0","0","0","0","0","0","0","0","0","0","0"
"1220369607325667328","0","0","0","0","0","0","0","0","0","0","0"
"1220369793334693888","0","0","0","0","0","0","0","0","0","0","0"
"1220369810221039616","0","0","0","0","0","0","0","0","0","0","0"
"1220369986843099136","0","0","0","0","0","0","0","0","0","0","0"
"1220370420949487616","0","0","0","0","0","0","0","0","0","0","0"
"1220370661350301696","0","0","0","0","0","0","0","0","0","0","0"
"1220370865981968384","0","0","0","0","0","0","0","0","0","0","0"
"1220370937188618240","0","0","0","0","0","0","0","0","0","0","0"
"1220371020994899968","0","0","0","0","0","0","0","0","0","0","0"
"1220371125269458944","0","0","0","0","0","0","0","0","0","0","0"
"1220371225341571072","0","0","0","0","0","0","0","0","0","0","0"
"1220371428081643520","0","0","0","0","0","0","0","0","0","0","0"
"1220371509878747136","0","0","0","0","0","0","0","0","0","0","0"
"1220371797637521408","0","0","0","0","0","0","0","0","0","0","0"
"1220371803408928768","0","0","0","0","0","0","0","0","0","0","0"
"1220371817753235456","0","0","0","0","0","0","0","0","0","0","0"
"1220371832773206016","0","0","0","0","0","0","0","0","0","0","0"
"1220371992626499584","0","0","0","0","0","0","0","0","0","0","0"
"1220372280292904960","0","0","0","0","0","0","0","0","0","0","0"
"1220372320583344128","0","0","0","0","0","0","0","0","0","0","0"
"1220372648556924928","0","0","0","0","0","0","0","0","0","0","0"
"1220372857315844096","0","0","0","0","0","0","0","0","0","0","0"
"1220373058516586496","0","0","0","0","0","0","0","0","0","0","0"
"1220373081165914112","0","0","0","0","0","0","0","0","0","0","0"
"1220373148790452224","0","0","0","0","0","0","0","0","0","0","0"
"1220373236329914368","0","0","0","0","0","0","0","0","0","0","0"
"1220373308966764544","0","0","0","0","0","0","0","0","0","0","0"
"1220373355041378304","0","0","0","0","0","0","0","0","0","0","0"
"1220373413945991168","0","0","0","0","0","0","0","0","0","0","0"
"1220373492811599872","0","0","0","0","0","0","0","0","0","0","0"
"1220373534280749056","0","0","0","0","0","0","0","0","0","0","0"
"1220373755374927872","0","0","0","0","0","0","0","0","0","0","0"
"1220373891186556928","0","0","0","0","0","0","0","0","0","0","0"
"1220373973927636992","0","0","0","0","0","0","0","0","0","0","0"
"1220374219550285824","0","0","0","0","0","0","0","0","0","0","0"
"1220374304942100480","0","0","0","0","0","0","0","0","0","0","0"
"1220374661005041664","0","0","0","0","0","0","0","0","0","0","0"
"1220374833931935744","0","0","0","0","0","0","0","0","0","0","0"
"1220374860649488384","0","0","0","0","0","0","0","0","0","0","0"
"1220375004212121600","0","0","0","0","0","0","0","0","0","0","0"
"1220375359113158656","0","0","0","0","0","0","0","0","0","0","0"
"1220375477220708352","0","0","0","0","0","0","0","0","0","0","0"
"1220375602923962368","0","0","0","0","0","0","0","0","0","0","0"
"1220375634150445056","0","0","0","0","0","0","0","0","0","0","0"
"1220375672922824704","0","0","0","0","0","0","0","0","0","0","0"
"1220375762341003264","0","0","0","0","0","0","0","0","0","0","0"
"1220375967933390848","0","0","0","0","0","0","0","0","0","0","0"
"1220376090025263104","0","0","0","0","0","0","0","0","0","0","0"
"1220376119041503232","0","0","0","0","0","0","0","0","0","0","0"
